geoid,layer,Median monthly housing costs,% with 4year college degree,% unemployed,% manufacturing,% below poverty,% structures more than 30 years old,% households moved <10 years ago,% > 60 years old,% service industry,% vacant housing,% owner occupied housing,% multiunit structures,% < 18 years old,% black,% white,% Hispanic,% Asian,% foreign born,% health insurance,% without health insurance,Population,Housing units,Median Age,Median Age - Male,Median Age - Female,% male,% female,% male!!under 5 years,% male!!5 to 9 years,% male!!10 to 14 years,% male!!15 to 17 years,% male!!18 and 19 years,% male!!20 years,% male!!21 years,% male!!22 to 24 years,% male!!25 to 29 years,% male!!30 to 34 years,% male!!35 to 39 years,% male!!40 to 44 years,% male!!45 to 49 years,% male!!50 to 54 years,% male!!55 to 59 years,% male!!60 and 61 years,% male!!62 to 64 years,% male!!65 and 66 years,% male!!67 to 69 years,% male!!70 to 74 years,% male!!75 to 79 years,% male!!80 to 84 years,% male!!85 years and over,% female!!under 5 years,% female!!5 to 9 years,% female!!10 to 14 years,% female!!15 to 17 years,% female!!18 and 19 years,% female!!20 years,% female!!21 years,% female!!22 to 24 years,% female!!25 to 29 years,% female!!30 to 34 years,% female!!35 to 39 years,% female!!40 to 44 years,% female!!45 to 49 years,% female!!50 to 54 years,% female!!55 to 59 years,% female!!60 and 61 years,% female!!62 to 64 years,% female!!65 and 66 years,% female!!67 to 69 years,% female!!70 to 74 years,% female!!75 to 79 years,% female!!80 to 84 years,% female!!85 years and over,% whiteÂ alone,% blackÂ or african american alone,% American Indian and Alaska Native alone,% Asian alone,% Native Hawaiian and other Pacific Islander alone,% some other race alone,% Not Hispanic or Latino,% Hispanic or Latino,% total - foreign born,% foreign born - europe,% foreign born - asia,% foreign born - latin america,% same house 1 year ago,% moved within same county,% moved from different county within same state,% moved from different state,% moved from abroad,% householder lived in owner-occupied housing units,% householder lived in renter-occupied housing units,% different house in united states 1 year ago,"% car, truck, or van",% public transportation,% bicycle,% walked,% walk or bicycle to work,"% taxicab, motorcycle, bicycle, walked, or other means",% living in a place,% living in a place!!worked in place of residence,% living in a place!!worked outside place of residence,% not living in a place,less than 10 minutes,10 to 14 minutes,15 to 19 minutes,20 to 24 minutes,25 to 29 minutes,30 to 34 minutes,35 to 44 minutes,45 to 59 minutes,60 or more minutes,% no vehicle available,% 1 vehicle available,% 2 vehicles available,% 3 vehicles available,% 4 or more vehicles available,% never married,% now married,% separated,% widowed,% divorced,% speak only english,% speak spanish,% other languages,% income in the past 12 months below poverty level,Median income in the past 12 months,Median household income,Median earnings in the past 12 months,Median gross rent,"% management, business, science, and arts occupations",% service occupations,% sales and office occupations,"% natural resources, construction, and maintenance occupation","% production, transportation, and material moving occupations",% military specific occupations,"% agriculture, forestry, fishing and hunting, and mining",% construction,% wholesale trade,% retail trade,"% transportation and warehousing, and utilities",% information,"% finance and insurance, and real estate and rental and leasing","% professional, scientific, and management, and administrative and waste management services","% educational services, and health care and social assistance","% arts, entertainment, and recreation, and accommodation and food services",% public administration,% armed forces,% median monthly housing costs,% less than high school graduate,% high school graduate (includes equivalency),% some college or associate's degree,% bachelor's degree,% graduate or professional degree,% in labor force,% in labor force!!unemployed,% not in labor force,% in labor force!!employed!!with health insurance coverage,% in labor force!!employed!!no health insurance coverage,% in labor force!!unemployed!!with health insurance coverage,% in labor force!!unemployed!!no health insurance coverage,% not in labor force!!with health insurance coverage,% not in labor force!!no health insurance coverage,% total!!now married (except separated)!!female,% now married (except separated)!!female!!in labor force,% built 2014 or later,% built 2010 to 2013,% built 2000 to 2009,% built 1990 to 1999,% built 1980 to 1989,% built 1970 to 1979,% built 1960 to 1969,% built 1950 to 1959,% built 1940 to 1949,% built 1939 or earlier,Median year structure built,Pop in occupied housing units,% pop in owner occupied,% pop in owner occupied!!moved in 2017 or later,% pop in owner occupied!!moved in 2015 to 2016,% pop in owner occupied!!moved in 2010 to 2014,% pop in renter occupied,% pop in renter occupied!!moved in 2017 or later,% pop in renter occupied!!moved in 2015 to 2016,% pop in renter occupied!!moved in 2010 to 2014,% occupied,% vacant,% owner occupied,% renter occupied,% family households,% family households!!married-couple family,% married-couple family!!1-unit structures,% family households!!married-couple family!!2-or-more-unit structures,% nonfamily households!!1-unit structures,% nonfamily households!!2-or-more-unit structures,% veteran,% nonveteran,"% housing units 1-unit, detached","% housing units 1-unit, attached",% housing units 2 units,% housing units 3 or 4 units,% housing units 5 to 9 units,% housing units 10 to 19 units,% housing units 20 or more units,% housing units mobile home,"% housing units boat, rv, van, etc",% housing units two or more
17031806300,2018,1572,23.99137666,3.925692254,11.02854908,5.973154362,95.93993326,31.40882746,23.42844405,13.06218224,6.17352614,85.06224066,7.883817427,20.90949621,0.980829247,89.18858671,16.89701293,4.079358003,16.4957646,89.48475289,10.51524711,450,200,42.4,42.5,42.3,50,50,3.722692822,5.171645118,4.458314757,3.522068658,1.694159608,0.312082033,1.159161837,4.057066429,4.057066429,7.935800267,5.840392332,10.9674543,5.840392332,6.732055283,8.2478823,3.12082033,6.509139545,1.872492198,4.547481052,2.229157379,2.452073116,1.515827017,0.312082033,7.133303611,4.77039679,6.642888988,2.674988854,2.318323674,0.445831476,0,3.432902363,3.967900134,7.267053054,7.088720464,5.840392332,6.152474365,9.228711547,8.738296924,3.432902363,5.082478823,1.515827017,3.165403477,3.432902363,5.260811413,1.203744984,1.203744984,89.18858671,0.980829247,0,4.079358003,0.468123049,1.872492198,83.10298707,16.89701293,740,24.86486486,26.21621622,48.91891892,0,4.252431577,1.176204479,3.030988464,0.497624972,88.69034155,11.30965845,0,87.60265937,7.039499413,0,1.955416504,1.955416504,0.625733281,100,19.51505671,80.48494329,0,10.29766693,7.68302494,14.68222043,13.39501207,5.309734513,13.35478681,11.14239743,9.292035398,14.84312148,2.430349733,35.62537048,42.67931239,12.80379372,6.461173681,24.05749932,58.47572552,0.97640358,3.770002712,12.72036886,74.3928829,13.2964655,12.3106516,5.973154362,39568,84974,42294,981,40.59444662,13.06218224,23.5432147,10.08994916,12.71020727,0,1.134141572,9.777082519,4.927649589,9.894407509,7.274149394,3.949941338,6.179116152,10.7938991,23.66053969,5.748924521,1.447008213,0,1572,11.45672929,25.53125962,27.87188174,23.99137666,11.14875269,87.38170347,4.492579222,360,86.80304854,8.704372242,53.57142857,46.42857143,91.38888889,8.611111111,1055,70.23696682,0,0,2.947719689,0.945494994,0.166852058,5.784204672,7.174638487,43.10344828,17.57508343,22.3025584,1952,4486,88.85421311,2.885097842,5.268439538,16.50777722,11.14578689,2.2,20.8,62.2,93.82647386,6.17352614,85.06224066,14.93775934,67.39774748,58.98043865,58.3283936,0.65204505,25.37048014,7.231772377,4.96054115,95.03945885,87.70856507,3.058954394,0,3.114571746,3.670745273,2.447163515,0,0,0,5.561735261
17031806400,2018,1641,18.55549031,4.958677686,13.83647799,18.56963614,88.12989922,33.62609787,23.12839816,17.45283019,5.375139978,88.04733728,4.26035503,22.87745713,0.627352572,91.80259306,19.69887077,4.726056043,20.32622334,94.14600551,5.85399449,350,150,41.6,38.9,44.4,50.48097031,49.51902969,2.843998327,2.816901408,9.85915493,6.048053024,1.325600663,0.414250207,0.414250207,2.89975145,7.290803645,5.7995029,8.782104391,4.225352113,8.616404308,7.456503728,8.450704225,1.15990058,4.391052196,1.905550953,4.05965203,2.402651201,2.734051367,0.331400166,2.982601491,5.996621622,3.631756757,4.983108108,6.756756757,1.52027027,0.422297297,0.844594595,3.969594595,3.125,5.743243243,8.023648649,5.743243243,7.516891892,5.996621622,9.375,4.391891892,5.152027027,2.533783784,0.929054054,3.631756757,3.631756757,4.476351351,1.60472973,91.80259306,0.627352572,0.292764534,4.726056043,0,1.547469678,80.30112923,19.69887077,486,40.74074074,18.10699588,41.15226337,0,20.75391783,0.29648454,0.550614147,0,84.24396442,15.75603558,0,86.87106918,7.547169811,0.471698113,1.493710692,1.965408805,0.550314465,100,16.58805031,83.41194969,0,7.137064071,9.651257097,19.14030819,12.48986212,3.811841038,17.92376318,8.515815085,9.732360097,11.59772912,3.076923077,32.78106509,39.52662722,13.37278107,11.24260355,34.35152729,49.97496244,1.101652479,6.309464196,8.26239359,67.18472469,15.6749556,17.14031972,18.56963614,34074,84250,42112,1375,38.12893082,17.45283019,25.70754717,10.61320755,8.097484277,0,0,5.188679245,3.22327044,10.92767296,5.503144654,1.100628931,9.748427673,15.17295597,21.30503145,7.389937107,1.179245283,0,1641,7.985907223,25.71931885,36.876101,18.55549031,10.86318262,85.81267218,5.778491172,206,88.36276083,5.858747994,100,0,94.17475728,5.825242718,511,64.97064579,0,0.559910414,3.359462486,0.447928331,7.502799552,5.823068309,11.53415454,29.11534155,9.742441209,31.91489362,1953,2391,84.44165621,1.436354631,11.83754334,9.757305597,15.55834379,4.032258065,77.95698925,9.139784946,94.62486002,5.375139978,88.04733728,11.95266272,70.41420118,55.0295858,53.72781065,1.301775148,26.62721893,2.958579882,4.229934924,95.77006508,92.1612542,0.895856663,2.911534155,0,2.687569989,0.78387458,0.559910414,0,0,4.255319149
17031806501,2018,1111,20.20905923,3.783431181,26.98130009,15.12433755,95.05851756,22.34477124,20.95393396,21.10418522,5.591677503,65.42699725,15.97796143,22.17692621,6.033428455,51.4472075,21.36159804,28.00652263,50.22421525,85.12720157,14.87279843,300,100,38.9,38.2,42.5,45.94374236,54.05625764,1.05992662,10.82519965,5.501330967,5.412599823,0.354924579,3.194321207,0.709849157,0.709849157,11.26885537,8.163265306,4.614019521,3.726708075,10.11535049,5.501330967,3.815439219,1.508429459,7.009760426,3.815439219,0.709849157,7.098491571,1.419698314,0.532386868,1.685891748,4.901960784,5.20361991,5.731523379,4.751131222,1.73453997,1.282051282,0.527903469,6.334841629,4.67571644,8.823529412,5.279034691,5.052790347,7.013574661,11.6892911,8.446455505,0.678733032,3.46907994,2.865761689,3.619909502,2.790346908,2.111613876,1.73453997,1.282051282,51.4472075,6.033428455,0.326131268,28.00652263,0,13.33061557,78.63840196,21.36159804,1232,26.78571429,54.62662338,18.58766234,0,0.534100247,1.479046836,0,0.65735415,66.94112804,33.05887196,0,91.27337489,1.691896705,2.226179875,1.335707925,3.561887801,1.60284951,100,18.78895815,81.21104185,0,6.442831216,21.9600726,16.96914701,15.33575318,4.174228675,14.24682396,8.529945554,6.079854809,6.261343013,3.305785124,29.06336088,44.07713499,15.0137741,8.539944904,30.8411215,52.43482538,1.131333005,5.066404329,10.52631579,33.276884,18.62828112,48.09483489,15.12433755,26792,51667,29358,1127,21.81656278,21.10418522,23.06322351,3.650934996,30.3650935,0,0,4.274265361,2.760463045,7.123775601,12.5556545,4.452359751,4.541406946,4.274265361,17.72039181,6.856634016,0.53428317,0,1111,17.71196283,32.98490128,23.57723577,20.20905923,5.516840883,71.55903457,5.287146764,436,81.85961714,12.8532361,68.96551724,31.03448276,84.17431193,15.82568807,536,47.76119403,0,0,0.390117035,3.641092328,0.910273082,13.52405722,24.83745124,27.04811443,16.77503251,12.87386216,1958,2448,66.42156863,0,1.10701107,13.099631,33.57843137,0.97323601,5.96107056,31.50851582,94.4083225,5.591677503,65.42699725,34.57300275,80.99173554,56.61157025,47.24517906,9.366391185,12.39669421,6.611570248,2.357255107,97.64274489,61.1183355,16.38491547,1.300390117,0.78023407,4.681404421,8.712613784,7.022106632,0,0,17.8153446
17031271500,2018,1118,9.850107066,6.602768903,6.702898551,34.56561922,71.32743363,52.49537893,11.76833025,20.83333333,14.69026549,34.02489627,28.83817427,30.3758472,90.26494147,5.422057917,1.23228589,0,0,89.13738019,10.86261981,150,60,30,22.2,38.3,52.43376463,47.56623537,4.251386322,20.68155112,8.225616921,3.642773208,5.640423032,3.172737955,0,7.990599295,4.935370153,1.645123384,3.760282021,1.175088132,6.815511163,14.33607521,2.115158637,0,2.702702703,0,1.292596945,3.760282021,0,0,0,2.720207254,7.124352332,6.994818653,2.202072539,1.165803109,0,0,5.699481865,10.49222798,9.585492228,5.958549223,9.32642487,11.39896373,4.404145078,6.735751295,1.554404145,1.03626943,0.906735751,4.015544041,2.202072539,2.849740933,3.626943005,0,5.422057917,90.26494147,0,0,0,1.109057301,98.76771411,1.23228589,0,0,0,0,0,8.407079646,0,0.695322377,0,38.36915297,61.63084703,0,59.60144928,31.34057971,0,4.347826087,4.347826087,4.710144928,100,62.31884058,37.68115942,0,2.173913043,5.434782609,9.057971014,9.963768116,3.985507246,28.07971014,7.427536232,18.47826087,15.39855072,36.09958506,43.15352697,17.42738589,3.319502075,0,60.69609508,25.21222411,5.008488964,4.499151104,4.584040747,98.95629485,1.043705153,0,34.56561922,18980,28846,22556,1076,26.08695652,20.83333333,26.44927536,4.166666667,22.46376812,0,0,2.898550725,1.992753623,13.58695652,13.76811594,3.623188406,6.15942029,9.057971014,29.71014493,5.797101449,4.347826087,0,1118,13.0620985,29.22912206,42.82655246,9.850107066,5.032119914,62.08732694,10.63464837,356,80.27444254,9.090909091,74.19354839,25.80645161,90.73033708,9.269662921,150,81.33333333,0,0,1.415929204,18.5840708,8.672566372,7.433628319,8.14159292,4.601769912,4.955752212,46.19469027,1948,1623,38.69377696,0,0,14.17197452,61.30622304,7.035175879,3.819095477,65.82914573,85.30973451,14.69026549,34.02489627,65.97510373,78.42323651,24.06639004,12.86307054,11.2033195,3.941908714,17.63485477,1.415929204,98.5840708,15.39823009,14.33628319,35.57522124,20.7079646,12.38938053,1.592920354,0,0,0,57.87610619
17031292200,2018,1096,11.89258312,15.66878981,5.144291092,48.20473644,82.83002588,53.90018484,12.05175601,27.22710163,23.2096635,30.8988764,40.78651685,30.72088725,88.35489834,8.31792976,11.34935305,0.258780037,1.663585952,79.68152866,20.31847134,250,100,31.6,25,36.1,45.69316081,54.30683919,5.212569316,13.26860841,9.061488673,3.964401294,1.051779935,0,3.640776699,7.766990291,5.987055016,3.317152104,4.368932039,8.333333333,2.265372168,9.789644013,8.009708738,2.103559871,1.45631068,0.485436893,0.809061489,0.889967638,0.72815534,0.970873786,0.323624595,2.518720218,9.05377808,7.828454731,5.445881552,6.126616746,0.544588155,1.565690946,2.382573179,6.262763785,4.901293397,10.07488087,4.288631722,10.27910143,4.288631722,8.781484003,1.701837985,1.293396869,0,2.178352621,1.15724983,4.969366916,1.429543907,2.927161334,8.31792976,88.35489834,0.184842884,0.258780037,0,1.293900185,88.65064695,11.34935305,45,0,0,75.55555556,0,11.79297597,0,0,0.554528651,27.54158965,72.45841035,0,65.11919699,23.83939774,0,0,0,1.12923463,100,76.66248432,23.33751568,0,10.02785515,2.78551532,0.417827298,15.1810585,15.45961003,20.61281337,6.545961003,13.09192201,15.87743733,44.26966292,29.88764045,23.14606742,2.696629213,0,68.44732901,15.57663505,4.593110334,5.341987019,6.040938592,97.70478829,1.85991294,0.435298773,48.20473644,15000,32237,19943,1052,25.72145546,27.22710163,27.10163112,2.007528231,17.94228356,0,0,0,2.007528231,12.29611041,8.030112923,1.505646173,10.16311167,10.91593476,33.62609787,9.410288582,2.007528231,0,1096,21.80306905,35.67774936,27.23785166,11.89258312,3.388746803,65.73248408,23.8372093,538,64.63178295,11.53100775,67.07317073,32.92682927,77.88104089,22.11895911,160,72.5,0,0,9.66350302,5.95340811,1.553062985,4.141501294,3.882657463,5.263157895,5.522001726,64.02070751,0,2705,27.54158965,0,4.697986577,10.33557047,72.45841035,3.010204082,10.76530612,54.89795918,76.7903365,23.2096635,30.8988764,69.1011236,65.39325843,15.28089888,5.730337079,9.550561798,3.370786517,31.23595506,4.268943436,95.73105656,10.8714409,2.157031924,46.50560828,37.79119931,2.674719586,0,0,0,0,84.29680759
17031292400,2018,1100,7.142857143,3.019662921,5.124835742,38.44757149,98.99216125,54.86806187,14.07172038,34.95400788,31.80291153,31.5270936,43.51395731,22.28778938,93.7358148,6.218792556,2.13345438,0.045392646,0.635497049,79.98595506,20.01404494,200,100,30,28.2,33.3,45.3018611,54.6981389,2.26963232,0.801603206,9.919839679,4.909819639,3.406813627,0.100200401,3.206412826,9.418837675,16.93386774,1.102204409,5.01002004,1.803607214,8.116232465,4.008016032,10.72144289,3.507014028,1.603206413,2.004008016,0.701402806,5.711422846,1.402805611,0.501002004,0.100200401,10.62240664,5.726141079,4.647302905,2.65560166,6.556016598,1.825726141,4.315352697,3.319502075,7.302904564,4.979253112,4.149377593,5.643153527,14.27385892,7.966804979,3.153526971,2.074688797,1.410788382,2.323651452,1.825726141,1.161825726,1.659751037,0,2.406639004,6.218792556,93.7358148,0,0.045392646,0,0,97.86654562,2.13345438,14,0,7.142857143,92.85714286,0,16.94290976,0,0.598526703,0.32228361,32.76419012,67.23580988,0,26.80683311,53.21944809,0,7.095926413,7.095926413,6.701708279,100,83.18002628,16.81997372,0,9.523809524,2.661064426,5.882352941,4.761904762,4.341736695,24.50980392,5.882352941,18.62745098,23.80952381,42.69293924,34.81116585,16.74876847,3.119868637,2.6272578,61.01505856,21.75125488,2.788622421,5.911879532,8.533184607,94.37037037,5.62962963,0,38.44757149,20506,31083,21827,1066,19.57950066,34.95400788,27.98948752,2.102496715,15.37450723,0,0,7.621550591,0,15.50591327,9.592641261,0,9.067017083,6.438896189,33.11432326,10.90670171,2.628120894,0,1100,27.76141384,30.04418262,31.81148748,7.142857143,3.24005891,52.87921348,5.710491368,671,81.8061089,12.48339973,79.06976744,20.93023256,72.87630402,27.12369598,185,55.67567568,0,0,0,0,1.007838746,4.031354983,5.151175812,1.343784994,6.942889138,81.52295633,0,2198,32.62056415,0,0,4.323570432,67.37943585,19.513842,16.07022282,43.75422012,68.19708847,31.80291153,31.5270936,68.4729064,68.96551724,25.28735632,6.239737274,19.04761905,6.568144499,24.46633826,3.621495327,96.37850467,8.510638298,3.247480403,25.30795073,34.60246361,25.19596865,1.791713326,1.343784994,0,0,63.04591265
17031292500,2018,1020,10.95890411,11.02564103,6.058588549,27.6879651,94.36112777,50.52604568,20.29766487,19.97336884,16.79664067,38.86085076,39.7260274,23.17167052,90.06928406,2.745701822,6.23556582,0,0.615858353,78.84615385,21.15384615,200,100,33.8,32.2,36.9,41.80138568,58.19861432,4.105722351,9.883364027,3.49907919,4.788213628,5.095150399,0,0.798035605,3.621853898,4.419889503,15.40822591,4.358502149,2.148557397,5.463474524,5.831798649,9.63781461,1.350521793,4.542664211,3.560466544,0.798035605,2.455494168,0.613873542,1.411909147,0.491098834,5.908289242,3.880070547,8.509700176,1.410934744,1.322751323,1.102292769,0,6.878306878,13.97707231,4.982363316,7.627865961,2.469135802,4.62962963,5.643738977,7.716049383,3.880070547,2.91005291,2.821869489,5.070546737,2.865961199,1.322751323,4.541446208,0.529100529,2.745701822,90.06928406,2.07852194,0,0,4.670259174,93.76443418,6.23556582,24,0,0,0,0,15.5410691,0.443285528,0,0,37.1577575,62.8422425,0,53.79494008,39.34753662,0,4.99334221,4.99334221,0,100,84.4873502,15.5126498,0,12.89009498,4.681139756,11.60108548,15.60379919,4.070556309,7.598371777,5.495251018,13.02578019,25.0339213,41.38428262,34.82335977,17.73612112,6.056236482,0,62.75773196,20.26417526,4.671391753,6.733247423,5.573453608,96.00333056,3.996669442,0,27.6879651,20443,40131,23375,992,24.76697736,19.97336884,27.23035952,6.657789614,21.37150466,0,0,3.928095872,6.058588549,10.11984021,11.91744341,1.797603196,5.126498003,5.992010652,24.76697736,11.9840213,6.924101198,0,1020,21.84170472,25.53272451,35.54033486,10.95890411,6.126331811,70.72649573,15.58912387,685,65.61933535,18.79154079,64.72868217,35.27131783,86.42335766,13.57664234,354,52.54237288,0.779844031,0,0,2.159568086,2.699460108,6.118776245,3.179364127,10.0179964,10.85782843,64.18716257,0,3897,36.56658968,5.122807018,0,10.52631579,63.43341032,11.56957929,33.37378641,25.68770227,83.20335933,16.79664067,38.86085076,61.13914924,67.41167988,17.80821918,7.065609229,10.74260995,3.604902668,28.98341745,1.903807615,98.09619238,16.31673665,3.179364127,38.75224955,29.63407319,4.799040192,2.819436113,4.49910018,0,0,75.70485903
17031806700,2018,1973,35.14747191,5.941542885,6.694560669,2.082804166,86.86679174,25.75063613,30.53086106,8.00209205,8.067542214,98.29931973,12.04081633,24.91744983,5.562611125,75.31115062,6.375412751,15.11303023,15.67183134,96.83756588,3.162434116,400,150,46.6,46.2,47.2,48.38709677,51.61290323,3.657607315,5.984251969,8.13648294,5.459317585,2.519685039,0.62992126,1.364829396,0,2.309711286,3.727034121,4.041994751,7.086614173,5.93175853,8.083989501,7.19160105,4.776902887,5.091863517,3.307086614,2.204724409,5.511811024,3.359580052,2.624671916,3.097112861,9.153543307,7.086614173,4.183070866,2.411417323,0.590551181,0.492125984,0,0,5.019685039,4.478346457,5.856299213,8.858267717,5.068897638,8.169291339,7.578740157,3.74015748,5.659448819,2.165354331,5.659448819,5.462598425,2.460629921,2.411417323,3.494094488,75.31115062,5.562611125,0.685801372,15.11303023,0,1.244602489,93.62458725,6.375412751,617,16.36952998,58.18476499,16.04538088,0,3.261713694,0,0,1.397877297,98.93672199,1.063278008,0,68.98535565,12.5,0.418410042,1.046025105,1.464435146,3.085774059,100,24.00627615,75.99372385,0,12.70516717,9.848024316,7.537993921,11.91489362,3.343465046,10.3343465,12.6443769,19.33130699,12.34042553,1.56462585,27.34693878,52.17687075,15.78231293,3.129251701,19.23448054,67.28851721,0.61112898,5.950466388,6.915406883,81.64679789,5.045744386,13.30745772,2.082804166,58487,114167,62643,,65.48117155,8.00209205,18.35774059,2.824267782,5.334728033,0,0,3.608786611,0.627615063,7.217573222,2.615062762,2.510460251,9.361924686,24.47698745,29.70711297,4.916317992,2.144351464,0,1973,3.195224719,6.144662921,17.31039326,35.14747191,38.20224719,84.6669861,7.01754386,320,91.62422184,1.358234295,72.58064516,27.41935484,97.5,2.5,1048,63.74045802,1.438398999,0,4.377736085,4.627892433,2.689180738,5.378361476,10.13133208,44.09005629,20.82551595,6.441525954,1955,3930,98.956743,1.671380818,8.459758293,15.58241193,1.043256997,0,0,29.26829268,91.93245779,8.067542214,98.29931973,1.700680272,77.4829932,68.84353741,64.96598639,3.87755102,14.3537415,8.163265306,4.262516915,95.73748309,83.98999375,2.876797999,2.313946216,0,0,0,10.81926204,0,0,13.13320826
17031806801,2018,1253,26.27284595,5.136663525,7.992073976,14.23554835,90.47945205,45.48736462,37.18011811,16.64464993,3.219178082,68.15286624,36.51804671,18.43011811,6.840551181,59.17814961,5.068897638,24.11417323,43.52854331,84.26013195,15.73986805,450,150,51.1,50.7,51.4,46.8996063,53.1003937,3.198818898,2.098635887,3.305351522,5.981112277,1.259181532,0.314795383,0,5.771248688,5.351521511,5.036726128,4.721930745,4.879328437,4.197271773,7.502623295,6.768100735,3.252885624,7.764952781,4.144805876,4.564533054,4.879328437,4.197271773,4.039874082,3.14795383,6.997219648,4.077849861,5.46802595,2.085264133,0.46339203,0,0.509731233,4.170528267,5.050973123,4.772937905,6.348470806,2.734012975,6.487488415,6.950880445,5.653382762,5.236329935,5.514365153,2.177942539,3.429101019,3.938832252,4.263206673,5.236329935,8.43373494,59.17814961,6.840551181,0,24.11417323,0,2.755905512,94.93110236,5.068897638,1769,37.02656868,56.13340871,5.652911249,0,9.854927464,0.700350175,0.375187594,4.202101051,66.78925035,33.21074965,0,81.30779392,9.841479524,0,2.84015852,2.84015852,0.858652576,100,21.92866579,78.07133421,0,7.938718663,16.29526462,6.685236769,16.08635097,7.590529248,8.635097493,13.23119777,5.849582173,17.68802228,14.15428167,32.97947629,43.17055909,7.572540694,2.123142251,31.75014393,46.1427749,2.446747265,11.71560161,7.944732297,48.37430611,2.51123447,49.11445942,14.23554835,26538,63580,37095,1317,46.3672391,16.64464993,22.39101717,3.038309115,11.55878468,0,0,0.660501982,0.990752972,13.54029062,10.96433289,0.660501982,7.793923382,12.15323646,33.42140026,5.614266843,3.368560106,0,1253,10.80287206,23.40078329,24.73890339,26.27284595,14.7845953,69.36852026,7.404891304,650,85.73369565,6.861413043,78.89908257,21.10091743,67.69230769,32.30769231,796,57.16080402,0,0,3.767123288,1.02739726,4.726027397,17.87671233,23.28767123,42.87671233,5.890410959,0.547945205,1960,3601,67.39794502,2.266172229,4.779563247,22.12608158,32.60205498,2.981260647,27.17206133,49.06303237,96.78082192,3.219178082,68.15286624,31.84713376,66.9497523,51.87544232,37.79193206,14.08351026,10.61571125,22.43453645,3.107088989,96.89291101,49.31506849,6.095890411,1.369863014,1.164383562,10.61643836,9.794520548,21.64383562,0,0,33.97260274
17031806802,2018,1284,30.34168565,4.093567251,11.18378025,4.41320693,95.41595925,44.65511605,28.63680941,18.83584042,8.064516129,63.61957525,30.10156971,22.5890814,15.39718862,52.72965021,7.159202354,29.45406996,42.4648578,85.55555556,14.44444444,250,100,45.5,44.2,47.7,44.4262831,55.5737169,1.438378555,6.769683591,6.181015453,8.241353937,1.324503311,1.324503311,1.177336277,2.133922001,4.488594555,3.53200883,5.298013245,7.947019868,9.933774834,5.886681383,7.947019868,3.826342899,3.090507726,1.471670346,1.766004415,5.665930831,2.354672553,5.739514349,0.662251656,9.588235294,4,3.705882353,3.823529412,1,0,1.352941176,3.058823529,4.352941176,3.647058824,8.529411765,4.117647059,7.470588235,10.52941176,2.941176471,2.647058824,6.058823529,0.882352941,5.058823529,6,4.882352941,4.235294118,2.117647059,52.72965021,15.39718862,0.163452109,29.45406996,0.326904217,0,92.84079765,7.159202354,1299,15.16551193,72.36335643,12.16320246,0,4.140443856,0,1.358065585,2.35177211,58.7611792,41.2388208,0,74.23152387,15.63113146,0.588620013,2.158273381,2.746893394,0.784826684,100,19.75147155,80.24852845,0,13.51540616,2.450980392,10.57422969,13.23529412,5.462184874,18.767507,2.591036415,18.1372549,15.26610644,7.756232687,37.8578024,40.25854109,11.35734072,2.770083102,26.05108055,50.09823183,3.300589391,10.17681729,10.37328094,43.40813464,6.977559607,49.61430575,4.41320693,40124,76295,41648,1226,43.55788097,18.83584042,21.77894048,3.662524526,12.1648136,0,0,2.877697842,1.177240026,12.68803139,4.120340092,0.850228908,4.643557881,14.12688031,31.65467626,7.325049052,2.681491171,0,1284,10.56947608,16.08200456,19.13439636,30.34168565,23.87243736,86.95906433,4.707464694,223,82.51513114,12.77740417,100,0,74.43946188,25.56053812,605,54.7107438,0,0,0.424448217,0.933786078,3.225806452,2.971137521,22.6655348,56.36672326,4.66893039,8.743633277,1956,3059,59.30042498,1.267916207,1.323042999,26.73649394,40.69957502,4.899598394,15.98393574,46.10441767,91.93548387,8.064516129,63.61957525,36.38042475,74.05355494,57.61772853,39.70452447,17.91320406,13.75807941,12.18836565,3.420608108,96.57939189,54.4991511,7.640067912,7.555178268,19.10016978,4.66893039,3.056027165,3.480475382,0,0,33.19185059
