geoid,period,% White,% Black,% Asian,% Hispanic,% Owner occupied housing,% Foreign born,% Bachelor's degree,% Graduate or professional degree,% High school graduate or higher,% Service occupations,% Manufacturing,"% Management, business, science, and arts occupations","% Natural resources, construction, and maintenance occupations","% Production, transportation, and material moving occupations",% Poverty
17031252102,2018,1.9,94.8,0,3.8,47.1,2.7,6,3.1,84.8,32.3,10,17.7,3.1,25.8,21.4
17031817102,2018,17,77,0,15,69.7,3.6,8.3,6.2,86.6,15.4,3.3,23.2,1.3,21.2,11.9
17031817300,2018,9.8,72.3,0,23.8,51.4,11.3,5.8,4,83.9,23.3,10.8,15.6,7.2,22.4,39.4
17031841200,2018,53.5,6.1,3,74.5,24.7,29.4,19.3,13.6,72.4,31.5,12.6,39.1,4.3,12.1,14.2
17031170600,2018,91.3,0.6,3.7,16.6,84,22.6,15.4,6.3,92.8,23.4,4.6,29.6,9.2,12.8,2.2
17031600900,2018,53.9,8.1,32.2,17.6,37.3,28.3,21.8,9.9,84.7,28.9,11.2,41.2,3.8,8.6,9.4
17031630300,2018,55.6,0.7,1,93.5,54.3,42,10.5,1,68.6,21.9,17.7,18.5,12.3,25.2,12.9
17031828702,2018,22.2,72.4,0.1,7.4,69.4,4.8,16.4,9.5,89.9,19.1,6,33.1,4.6,19.8,15.2
17031830001,2018,90.1,5.3,2.4,19.8,91.5,7.9,6.8,5.1,83.1,35,6.3,17.7,5.6,13.6,13
17031819500,2018,73.3,22.4,2,10.8,64.2,6.7,23.5,26.5,92.2,20.7,7.2,49.7,1.2,10.3,6.6
17031460700,2018,33,55.2,0.7,39.8,27.3,18.3,4.6,0.9,61.5,36.9,18,10.8,2.1,31.4,41.2
17031252201,2018,5.4,93.9,0.3,2.3,33.4,1.7,9.3,3,74.5,25.1,13.1,25.4,3.9,18.6,20.9
17031252202,2018,2.9,95.4,1.7,2.3,22.7,2,7.1,2.3,70,21,8.2,13.2,2.1,20.1,32
17031822602,2018,73.8,9.5,8.9,14.4,74.8,24.3,18.3,14.8,90.3,9.3,8.5,40.9,6.9,17.5,10.3
17031823801,2018,88.5,1.9,2.4,8.4,84.5,9.6,27,19.9,93.4,9.2,12.3,53.9,2.6,9.7,3.7
17031824105,2018,92.3,0.7,2.7,8.6,95.3,14.9,26.6,16,96.4,9.9,6.8,47.7,3.2,8.9,1.6
17031824503,2018,88.6,6.9,2.1,7.7,86.9,7.4,25.7,11.5,93.6,14.7,8.3,43.2,7.7,13,2.6
17031400400,2018,0.8,98.4,0,0,18.8,0,14.1,7.3,81.8,25.4,13.4,37.1,0,18.4,20.9
17031420800,2018,5.7,90.2,1.1,4.3,24.8,4.5,13.7,12.7,87.9,25.9,7,37.9,0,18.5,24.7
17031805501,2018,88.6,0.4,4.8,9.6,70.6,19.4,36.6,16.1,91.3,14.4,4.9,43.8,5.8,8.8,3.6
17031805802,2018,94.6,0.5,2,7.7,78.8,11,34.1,22.5,95.2,9.8,11.5,51.8,7.4,6.2,1.7
17031320100,2018,75.9,3.5,18,8.3,41.5,33.7,40.6,43.7,100,1.5,4.2,74.8,0,2.9,0
17031330100,2018,50.6,23.6,20.7,4.5,56.5,22.7,32.8,42.4,97.5,8.1,3.3,67.4,1,2.7,4.7
17031010300,2018,59,31.5,2.3,16.9,34.1,22.9,19.7,19.7,88.5,19,4.3,40.9,7.1,11.7,10.6
17031050800,2018,91.6,1.6,2.6,12.4,42.6,8.5,47.6,31.2,98.3,8,5.1,63.9,2,2,2.7
17031050900,2018,79.7,2.2,8.5,14.1,44.4,13.4,40.7,26.1,96.1,10.5,9,63.9,0.6,6.6,3.7
17031051100,2018,87.2,1.4,2.6,10.9,58.3,12.6,42,37.1,94,7.5,5.1,65.4,2.6,6.7,2.8
17031570300,2018,45.4,2.9,2.7,80.3,54.9,39.9,9.9,2.2,72.3,26.1,11.3,17.9,10.2,26.6,16.4
17031611500,2018,65.3,7.6,0.4,87.5,26.1,44.8,2.2,1.3,72.8,22.5,31.1,7.5,15.1,41.4,32.4
17031611700,2018,36,41,0,58.1,27.8,23.7,3.8,0.5,76,33.7,17.9,15.4,15.4,18.3,43.2
17031620200,2018,74.3,0,4.1,70.1,64.1,36.4,12.5,2.9,76.5,24.4,14.7,13.4,17.5,24,7.6
17031630900,2018,44.3,1.2,1.6,94,58,39.1,2.8,0.3,66.3,28.6,28.4,6.9,13.2,36.4,12.4
17031650200,2018,74.8,0.5,0,79.4,58.7,32,11.1,1.1,73.6,10.1,15.1,13.6,22.3,36.5,16.4
17031660700,2018,4.5,91.5,0,6.8,53.8,1.4,5.4,1.5,69.8,34.1,6.8,15.5,4.6,32.5,24.5
17031660900,2018,10.4,79,0.5,12.2,25.8,7.6,5.5,1.1,89.8,26.6,4.9,16.8,6.7,25.8,28.6
17031680500,2018,1.7,94.6,0,3.8,39.9,3.8,6.9,0.6,79.8,34.9,10,15.5,3.8,18.8,52
17031680600,2018,2.5,96.6,0.9,0,33.2,0.9,8.9,2.6,73,23.8,8.2,17.9,4.4,19.4,54.4
17031710300,2018,4.2,84.6,0,10.8,27.6,3.2,8.9,3.2,84.1,25.2,1.6,11.6,6.2,26.7,36.3
17031720500,2018,96.2,2,1.4,7.5,90.4,4.1,35.5,27.6,97,17,5.5,52.8,6.4,7,0
17031720600,2018,67.2,30.6,0.3,3.7,88.4,2.9,37.9,28.3,96,17,4.9,53.5,3.3,8.5,1.3
17031730100,2018,0.5,98.1,0,0.9,80.7,0.1,22.9,8.7,91.1,20.4,5.3,31.3,5.8,16.1,11.3
17031801200,2018,88.7,1,7.9,4,96.9,10.7,27.8,61.5,100,5,6.5,80.4,0,1.2,3.1
17031801400,2018,80.5,1.1,16.6,5.7,92.7,21,30.5,41.2,96.1,8.2,3.3,65.1,3.4,1.2,3.4
17031801702,2018,86,1.1,11.2,3.1,88.6,13.4,39.5,34.6,98.5,10.9,9.1,65.5,1.2,2.3,1.9
17031802200,2018,94.2,1.9,3,4.7,85.4,10.7,40.5,32.1,98.6,4.6,9.4,65.9,0.2,4.8,1.5
17031802605,2018,75.1,1.6,20.2,2.5,79.5,32.7,28.4,20.2,92.7,14.9,14.7,56.3,5.1,7.6,3.1
17031803400,2018,92.3,0.3,4.6,4.1,84.5,12,42,23.8,95.6,9.4,9.6,60.5,5.5,4.4,0
17031841300,2018,39.8,5.4,1.5,73.7,41.6,34.7,19.1,8.3,67.6,20.9,13.5,33.7,9.1,22,21.4
17031841400,2018,6.7,91,0.2,13.7,39.1,6.4,9.6,0.4,90.3,20.5,4.9,25.6,9.7,19.5,25.6
17031841500,2018,3.8,94.7,0.7,2.7,22.5,2.2,9.4,4.2,84,39,4.7,23.6,2.5,15,29.4
17031841600,2018,0.6,86.1,0,13.3,19.7,0,12.3,4.6,64.3,30.6,2.9,16.2,0,32.9,38.9
17031841700,2018,11.7,52.2,0,47.8,23.2,14.4,5.9,2.4,57,13.9,18.6,13.3,3.2,40.4,18.3
17031841800,2018,0.7,95.3,0,2.7,42.1,3.8,8.4,7.7,89.9,25.2,5.7,32.3,4.9,18.5,24.2
17031841900,2018,56.8,18,20.1,11.2,58.8,17.3,36.6,35.3,94.3,13.1,3.9,55.9,0.7,4.2,1.1
17031842000,2018,44.3,30.6,21.5,8.2,81,26.2,20.4,18.6,88.2,11.8,3.7,55.2,2.6,3.8,2.5
17031842100,2018,18.8,44.8,0.8,51.4,50.2,14.6,10.4,5,77.8,36.1,18.3,17.5,6.5,23,31.5
17031842200,2018,74.1,15.5,6.3,11.7,34.6,13.2,47.1,21.8,96.3,8.2,7.3,58.6,0.7,4.2,7.3
17031842300,2018,76.7,10.5,6.9,9.9,58.3,8.4,46.8,28.4,97.8,5.7,3.6,67.5,6.9,3.1,1.7
17031842400,2018,0.9,96.7,2.4,0.4,64.6,3.7,17.7,7.9,86.5,32.8,9.7,27.7,0,21.9,23.2
17031842500,2018,0.2,99.8,0,0.1,8.8,0.6,6,3.1,80,32.2,2.4,21.1,0,25.3,68.6
17031842600,2018,63.6,4.9,8.6,32.2,55.8,16.9,12.3,7.1,82.3,20.1,9.6,30.9,5.7,18.5,9
17031842800,2018,47,1.5,4.8,89.9,44.2,40.6,6.3,2.2,64.4,28.9,15,10.2,16.1,24.6,37.5
17031842900,2018,14.1,76.6,3.5,6.2,13.6,3.2,7.5,5.1,68.7,38.5,9.4,17.2,7.9,24.8,41.6
17031843000,2018,0,96.6,0,2.7,13.4,1.7,7.8,2.2,67.8,34.6,7.6,10.9,0.8,22.4,41.7
17031843100,2018,11.6,85,0,3.5,19.6,1.4,7,7.5,83.6,25.1,9.6,34.3,0,24.2,39.4
17031843200,2018,58.2,3.8,1,70.6,27.5,33.8,20.6,11,70.8,12.7,13.5,38.9,8.3,18.8,21.3
17031843300,2018,28,60.7,0.6,29.4,22.2,15.4,12.9,5.2,74.4,22.6,6.5,34.7,2.4,14.9,25.9
17031843400,2018,15.1,72.3,0,25.3,40.8,7.6,4.6,2.8,79.7,19.6,12.6,10.7,12.8,20.5,22.4
17031843500,2018,28.7,66,0.3,25.4,36.3,8.5,2.8,0.4,54.6,31.5,11.6,11.6,8.8,21.7,39.9
17031843600,2018,6.2,89.5,0.9,4.5,19.2,6.4,27.1,15.6,90.9,25.3,3.7,43.3,6.1,6.8,11.9
17031843700,2018,81.1,2.6,7.3,27.1,65.1,19.4,27.4,29.2,86.8,11.7,8.6,53.4,2.1,8.1,0
17031810100,2018,71.2,15.8,5.8,9.9,39.9,15,31.1,40.6,94.8,10.2,3.9,63.7,2.4,6,8.6
17031810301,2018,57.5,35.8,1.8,25.3,71.6,29.2,25.8,19.3,87.4,18.4,5,49.4,4.4,10.8,12.9
17031811401,2018,74.1,0.6,7.8,38.4,76.2,29.4,16.6,4.9,85.4,12.8,18.5,18.1,16.8,24,6.8
17031820000,2018,78.6,1.1,19.4,9.7,87.8,12.3,35.7,38.3,99.7,6.3,5.9,63.6,1,8.9,2.2
17031801000,2018,78.8,0.2,18.2,2,77.8,18.8,34.6,42.1,98.4,9.4,5.1,66.1,2.7,3.1,4.4
17031710800,2018,0.1,98.6,0.8,0,35.6,2.9,15.4,9.2,83.7,15.5,11.5,28.3,7.7,14.1,23.5
17031730400,2018,1.7,95.8,0,1.4,78.4,1.7,16.1,12.3,90.6,30.1,1.6,29.7,2.7,12.6,12.2
17031750500,2018,19.5,76.9,0.1,5.7,61.1,4.2,18,14.2,87,26,6.3,36.3,4.9,10.5,19.2
17031800100,2018,92.3,0,4.7,2,96.3,10.4,35.3,51.7,97.9,5,1.7,73.6,2.1,3.9,0.8
17031801300,2018,86.6,1.5,8.9,1.9,78.4,14.3,28.7,55.8,98.9,9.5,5.1,68.9,0.9,1.4,0.9
17031801601,2018,83.8,0.8,14,0.8,80.1,27.1,33.1,33.4,97.1,3.6,8.8,64.4,1.7,5.6,3.3
17031801606,2018,84.2,0,13.7,1.6,88,25.2,34.5,32.5,97.1,3.1,4.6,65.1,2.7,3.3,7.3
17031803901,2018,84.4,1.6,7.8,8.7,84.7,18.5,29.1,17.8,91.3,9.4,14.1,44.2,5.7,12.4,2.5
17031804106,2018,65.8,1.4,26.7,6.2,83.6,24,32.6,26.8,97.7,11.1,7.7,54.5,2.6,8,1.9
17031806001,2018,46.7,4.8,40.4,12.7,33.8,59.5,24.3,13.4,92,17.6,5.9,37.6,5.2,18.2,4.7
17031806502,2018,75.6,3,8.8,32.4,86.6,42.6,23.1,5.8,85.4,21.3,11.7,25.5,10.2,20.3,3.9
17031809700,2018,46.8,27.3,1.9,22.6,68.4,14,21.7,23.4,88.7,18.6,5.1,48.9,3.1,10.1,2.6
17031810702,2018,71.4,3.4,4,40.3,45,22.5,15,6.8,85.2,20.9,9,27.1,3.8,20.7,6.7
17031812000,2018,86.8,3.9,4.5,4.7,89.1,9.7,37.4,39.2,98.9,7.2,7.9,67.3,4.2,1.6,1.2
17031812200,2018,77.3,11.4,3,4.5,90,8.3,29.1,51.3,98.1,8.3,5.9,73.5,0.5,3,1.1
17031812400,2018,82.9,5.3,6.8,3,88.3,7.7,28.6,52.7,98.8,6.1,7.6,75.6,0.6,1.7,0
17031051300,2018,88.9,3.1,4,6.5,77.5,6.9,46.1,36.7,99.1,6.5,4.5,68.3,2,2.7,1.2
17031063200,2018,91.2,1.1,5.7,6.8,36.9,13.6,40.9,38.4,98,10.4,3.4,62.7,0,4.2,3.4
17031070700,2018,77,10.7,9,12.3,51.1,9.5,47.1,30.4,96.7,11.9,3.6,64.9,1.5,3.7,7.6
17031071100,2018,76.3,2.8,13,7.4,48.3,15.2,64.3,28.7,100,15.9,1.9,56.5,2.5,2.4,0
17031071400,2018,81.8,5.7,5.9,6.8,40.1,14.6,42.1,39.4,97.5,6.4,4.4,65.5,0,3.5,0
17031380500,2018,0.5,99.1,0.5,0.5,0,0.5,8.1,3.9,81.3,52.2,0,12.3,0,11.3,51.5
17031381400,2018,0.4,95.6,4,0,21.6,3.2,14.6,9,90,34.1,3,27.8,4.2,14,12
17031381800,2018,7.6,90.1,2.3,0,31.7,8.5,22.7,16.8,91.8,35.7,2,28.4,3.1,11.4,19.2
17031390500,2018,30.3,58.1,9.6,8.6,30.9,14.4,26.1,44.2,96.9,11.2,0.7,64.3,4.7,7.7,4.8
17031390700,2018,19,60.1,16.4,2.4,36.7,20.6,30,39.3,97.3,8.9,1.2,66,0.7,1.4,4.3
17031410500,2018,41.7,39.3,10.9,6,27.6,12.3,25.7,37.9,96.6,8.8,1.5,65.3,4,6.3,14.9
17031411200,2018,66,9.8,18.5,4.7,52.5,23.9,14,73.5,95.2,6.6,0,83.6,0.6,0.8,10.5
17031420700,2018,0.9,95.6,0,1.5,22.9,6.1,5,8.1,77.6,37.2,0.9,9.7,0.9,13.8,55.3
17031450300,2018,0.4,96.6,0,0,65.3,0.3,13.7,6.6,85,25.9,7,28.8,3.7,16.2,10.9
17031500300,2018,56.3,34.7,0.3,17.4,48.7,16.4,26.2,13.2,86.4,24.1,8,41.5,6.4,7.6,25.7
17031520500,2018,85.9,1.6,0,69.3,81.7,21.7,13.6,4.6,78.2,22.3,10.3,22.5,13.9,22.5,10.1
17031530400,2018,1.5,96.5,0.9,0.2,81.5,2.5,13.3,12.2,88.9,22,3.8,32.8,3.6,21.1,16.6
17031250400,2018,11.7,79.3,0,19.6,51.4,6.1,10.7,3.2,80.5,21.9,6.1,24.5,5,16.5,23.2
17031251600,2018,1.9,85.9,0,10.7,37.4,3.2,6.3,6.8,80.9,32.8,3,14.2,0.9,22.3,27.6
17031251800,2018,6.5,90.9,0,3.2,12.2,1.5,5,1.3,75.3,38.2,9.4,13.8,3.1,23.4,31.5
17031260900,2018,9.1,89.1,0,5.7,38.7,1.3,2.2,0.7,79.2,37,3.5,12.4,7.6,16.1,22.4
17031271200,2018,6.3,89.3,0.2,1,14.5,1,9,1.3,76.6,31.4,8.3,33.1,0,16.9,34.2
17031283800,2018,45.9,39.3,12.2,13.9,41.4,11.9,32.8,24.6,87.9,20.1,8.2,56.2,0.5,5.6,8.2
17031561000,2018,87,0.8,0,43.5,86,15.8,21,10.8,90.3,25.6,8.3,31.1,14,8.4,1.3
17031611100,2018,54.5,16.6,0,76.5,30.8,36.8,1.9,0.4,75.2,29,11,6.9,24.3,16.5,33.4
17031611400,2018,66.9,1.1,0,95.1,24.7,49.2,2.8,0.3,56.2,19,10.1,6.1,28.1,29.3,28
17031630500,2018,50.8,2.2,0,95.9,51.2,37.1,4.5,1.3,62.4,23,20.5,13.1,7.5,39.3,20.1
17031640100,2018,74,3.9,0.7,60.7,46.5,27.3,10.6,3.1,84,9.2,8.9,17.8,6.6,45.2,16.9
17031640600,2018,60.1,1.5,0.7,56.1,52.6,20.8,11.3,5.4,78.7,27.1,12.2,23.5,8.6,24.8,26.5
17031650400,2018,43.7,3.9,1.7,87.9,77.6,36,7.7,2.8,69,18.8,23.8,13.3,13.5,32,15.5
17031660500,2018,46.9,8.7,0.4,85.5,46.1,34.9,4,2.5,72,37.2,14.3,9.2,16.1,21.1,20.8
17031661100,2018,28.4,40,0.1,53.1,68.6,22.8,5.7,3.1,78.6,34.5,13.4,11.8,6.1,25.8,13.5
17031670600,2018,5.8,93.8,0,5.3,59.9,1,5.1,1,84.1,15.8,0,17.1,7.7,24.5,34.8
17031690500,2018,0,100,0,0,29,0,6.5,9.2,74.8,17.6,16.2,37.5,0,11.1,44.3
17031491000,2018,1.3,96.4,0.3,0.4,46.6,1.2,5,4.3,76.1,30.7,6.2,10.7,0,24.2,42.7
17031821900,2018,75.1,17,2.8,10.9,84.7,8.7,21.4,10.4,93.7,17,5.7,36.3,7.9,11,3.9
17031823602,2018,92.3,2.6,2.4,4.6,77.6,7.8,21,8,91.8,15.1,10.9,35,5.6,13.6,2.1
17031824108,2018,79.3,9.8,7.1,11,79.9,14.7,19.3,12.8,93.4,15.6,11.6,34.1,10.5,15.6,8.7
17031818800,2018,89.2,1.5,3,14,88.7,5.5,31.4,19.3,97.3,16,13.7,50.7,6.2,7.8,0
17031191100,2018,51.9,4.4,1.9,88.1,55.8,33.2,6.3,3.2,68.5,26.5,15.2,10.7,12.4,29,16.4
17031230400,2018,43.7,0.2,1.4,86.1,51,31.7,12.6,7.3,69.3,23.1,13.7,31.6,9.9,15.8,23.1
17031242900,2018,76,7.5,5.4,18.2,43.5,13.6,43.4,29,97.3,17,7,63.3,0.6,3.4,0
17031570400,2018,53.2,0.1,1.7,87.9,47,35.2,11.3,3.5,69.8,17.9,20.8,22.9,14.2,34.2,6.6
17031822302,2018,76.7,5.2,9.2,19.1,70.7,26.1,16.9,6.3,84.7,21.1,8.2,29.6,8,23.6,11
17031823903,2018,92.5,3.4,0,9.4,94.5,9.3,28.4,16.5,95.1,8.7,6.3,49.1,5.6,11,5.1
17031825600,2018,19.2,73.3,1.6,15.1,72.3,6.8,8.6,4.6,82.7,22,4.8,25.7,5.7,20.7,17.9
17031828401,2018,65.3,26.8,1.2,13.6,66.6,5.4,24.4,17.3,97.3,14,8.9,43.6,5.7,12.8,4
17031827901,2018,11.9,83.7,1.4,1.5,91.1,5.5,13.2,17.6,89.8,11,10.1,47.8,4,18.5,6.9
17031081100,2018,79.8,7.6,8.5,17.1,21.4,16.9,43.8,29.6,97.5,8.3,5.4,57.5,0.5,7.5,2.6
17031110300,2018,81.8,0,8.3,24.8,80.9,25.8,22.5,7.9,88.7,20.8,9.7,35.9,7.1,11.5,8.6
17031190200,2018,56.7,2.9,1.4,82.8,58.8,40.1,11.8,5.2,65.4,20.4,25.7,22.7,11.3,28.9,11.8
17031221300,2018,81,4.3,3.7,37.1,23.5,25.3,31.9,20.1,86,18.6,6.9,45.4,3.8,10.4,12.8
17031251200,2018,7.7,72.4,1.5,24.6,57,12.1,7.3,2.4,73.5,34,6.2,22.5,4.9,9,17.9
17031282800,2018,39.5,21.2,20,28.6,33,26.7,33.5,28.3,97.2,7.2,3.1,58.5,3.3,6.5,9.9
17031260600,2018,2.7,94.8,2.6,2.2,33.2,2.2,2.6,0.6,67.5,28.2,0,10.4,4.7,23,43
17031710700,2018,0.1,99.5,0,0.4,32.2,0,4.8,2,85.5,42.2,12.3,13.5,0,22.8,13.3
17031710900,2018,2.7,96.4,0,3.8,43.8,0.7,11.6,7.1,80.3,27.5,2.8,30.6,1.7,12.2,32.5
17031711400,2018,0.1,97,0.3,3.1,63.2,0.3,8.5,3.7,87.1,24.6,1.7,25.1,10.8,10.9,24.1
17031720300,2018,59.1,35,1.7,8.3,97.9,6,33.9,25.7,97.9,18.1,3.3,54.4,4.5,5.7,5.6
17031730300,2018,0,96.5,1,0,67.9,0.4,11.5,5.1,85.8,30.9,1.4,32.3,0,14.3,12.9
17031740100,2018,96.7,1,0,11.4,85.3,2.2,19.5,7.9,96.4,29.2,7.7,29.6,8.9,11.3,4.7
17031828802,2018,61.7,28,0,27.2,87.6,8.5,12.6,8.2,94.4,13.7,14.2,28.3,14.3,15,2
17031828900,2018,24,43.1,0.3,42,43.9,16.5,7.4,3.9,73.8,34.8,14.5,18.5,6.1,23.9,37.6
17031829901,2018,34.5,59.8,1.2,12,87.9,5.6,16.5,15.7,91.8,19.7,7.7,37.2,8,9.9,3.7
17031829902,2018,14.1,83.8,1.9,0.9,82.1,7.7,25.3,28.1,96.4,12.9,4.6,46.3,1.2,13.7,10.7
17031062800,2018,87.2,1.7,7.2,6.9,45.4,10.3,52.7,33.7,98.6,8.4,5.2,70.5,0,3.2,0
17031063400,2018,86.5,2.7,7.6,4.8,31.3,10.1,54.9,31.8,99.3,6.5,8.6,72.4,1.3,1.4,0
17031070500,2018,85.6,6.8,5.7,3.3,62.6,6.8,40.1,35.1,95,6.6,5.6,67.5,8.2,3,0
17031071600,2018,78.5,10.3,6.9,5.2,64.1,11.1,36.6,42.2,98.2,4.4,2.4,77,0,0.4,2.2
17031071800,2018,78.3,10.2,9.4,5.9,59.9,16.5,47.7,35.2,97.1,4.1,6.7,76.1,1.3,1.1,0
17031080100,2018,88.3,2.6,5.6,2.1,48.1,7.9,43.7,40,98,4.7,10.3,68.9,0.6,0.8,1.6
17031080400,2018,34.4,60,1.8,4.1,30.9,3.3,33.7,16.3,90.3,16.8,4.2,48.7,5.5,8.8,17.2
17031081300,2018,81,2.4,13.9,5,64.4,21.1,33.1,48.3,99.3,4.8,7.5,75.2,0.9,3.3,8.2
